gene_name,start,end,seqname,region
ZFC3H1,71609599,71667725,chr12,chr_12_loc_71500000
THAP2,71664301,71680644,chr12,chr_12_loc_71500000
ENSG00000258064,71674204,71698968,chr12,chr_12_loc_71500000
TMEM19,71686082,71705047,chr12,chr_12_loc_71500000
RAB21,71754863,71800286,chr12,chr_12_loc_71750000
TBC1D15,71839707,71927248,chr12,chr_12_loc_71750000
ATXN7L3B,74537835,74545430,chr12,chr_12_loc_74500000
KCNC2,75040077,75209839,chr12,chr_12_loc_75000000
CAPS2,75275979,75390928,chr12,chr_12_loc_75250000
GLIPR1L1,75334670,75370560,chr12,chr_12_loc_75250000
GLIPR1L2,75391089,75432688,chr12,chr_12_loc_75250000
PHLDA1,76025447,76031776,chr12,chr_12_loc_76000000
NAP1L1,76036585,76084735,chr12,chr_12_loc_76000000
BBS10,76344474,76348415,chr12,chr_12_loc_76250000
ZDHHC17,76764103,76853696,chr12,chr_12_loc_76750000
CSRP2,76858709,76879023,chr12,chr_12_loc_76750000
E2F7,77021248,77065569,chr12,chr_12_loc_77000000
PAWR,79574979,79690964,chr12,chr_12_loc_79500000
PPP1R12A,79773563,79935460,chr12,chr_12_loc_79750000
MYF6,80707634,80709474,chr12,chr_12_loc_80500000
MYF5,80716912,80719671,chr12,chr_12_loc_80500000
LIN7A,80792520,80937934,chr12,chr_12_loc_80750000
METTL25,82358528,82479239,chr12,chr_12_loc_82250000
SLC6A15,84859491,84913629,chr12,chr_12_loc_84750000
TSPAN19,85014311,85036277,chr12,chr_12_loc_85000000
ALX1,85280220,85301784,chr12,chr_12_loc_85250000
RASSF9,85800703,85836409,chr12,chr_12_loc_85750000
NTS,85874295,85882992,chr12,chr_12_loc_85750000
C12orf29,88033846,88050160,chr12,chr_12_loc_88000000
CEP290,88049016,88142099,chr12,chr_12_loc_88000000
TMTC3,88142296,88199887,chr12,chr_12_loc_88000000
DUSP6,89347235,89352501,chr12,chr_12_loc_89250000
POC1B-GALNT4,89519408,89526262,chr12,chr_12_loc_89500000
GALNT4,89519412,89524796,chr12,chr_12_loc_89500000
ATP2B1,89588049,89709366,chr12,chr_12_loc_89500000
CCER1,90905622,90955176,chr12,chr_12_loc_90750000
KERA,91050491,91058024,chr12,chr_12_loc_91000000
LUM,91102629,91111494,chr12,chr_12_loc_91000000
DCN,91140484,91183217,chr12,chr_12_loc_91000000
BTG1,92140278,92145846,chr12,chr_12_loc_92000000
EEA1,92770637,92929331,chr12,chr_12_loc_92750000
NUDT4,93377883,93408146,chr12,chr_12_loc_93250000
UBE2N,93405673,93441947,chr12,chr_12_loc_93250000
SOCS2,93569814,93583487,chr12,chr_12_loc_93500000
CEP83,94306449,94459988,chr12,chr_12_loc_94250000
TMCC3,94567122,94650557,chr12,chr_12_loc_94500000
NR2C1,95020229,95073628,chr12,chr_12_loc_95000000
FGD6,95076749,95217482,chr12,chr_12_loc_95000000
USP44,95516560,95551476,chr12,chr_12_loc_95500000
SNRPF,95858952,95903828,chr12,chr_12_loc_95750000
CCDC38,95867048,95942635,chr12,chr_12_loc_95750000
AMDHD1,95943331,95968720,chr12,chr_12_loc_95750000
HAL,95972662,95996365,chr12,chr_12_loc_95750000
LTA4H,96000753,96043520,chr12,chr_12_loc_96000000
CDK17,96278261,96400480,chr12,chr_12_loc_96250000
NEDD1,96907224,96953780,chr12,chr_12_loc_96750000
TMPO,98515579,98550351,chr12,chr_12_loc_98500000
SLC25A3,98593591,98606379,chr12,chr_12_loc_98500000
IKBIP,98613405,98645113,chr12,chr_12_loc_98500000
APAF1,98645290,98735433,chr12,chr_12_loc_98500000
GARIN6,99647753,99650114,chr12,chr_12_loc_99500000
BLTP3B,100028455,100142874,chr12,chr_12_loc_100000000
ACTR6,100199122,100241865,chr12,chr_12_loc_100000000
SCYL2,100267140,100341715,chr12,chr_12_loc_100250000
SLC17A8,100357074,100422055,chr12,chr_12_loc_100250000
GAS2L3,100573683,100628288,chr12,chr_12_loc_100500000
SLC5A8,101155493,101210238,chr12,chr_12_loc_101000000
UTP20,101280105,101386618,chr12,chr_12_loc_101250000
ARL1,101393116,101407772,chr12,chr_12_loc_101250000
SPIC,101475336,101486997,chr12,chr_12_loc_101250000
MYBPC1,101568353,101686028,chr12,chr_12_loc_101500000
CHPT1,101696947,101744140,chr12,chr_12_loc_101500000
SYCP3,101728648,101739472,chr12,chr_12_loc_101500000
WASHC3,102012840,102062149,chr12,chr_12_loc_102000000
NUP37,102073103,102120120,chr12,chr_12_loc_102000000
PARPBP,102120183,102197520,chr12,chr_12_loc_102000000
PMCH,102196459,102197833,chr12,chr_12_loc_102000000
IGF1,102395874,102481744,chr12,chr_12_loc_102250000
PAH,102836889,102958410,chr12,chr_12_loc_102750000
ASCL1,102957674,102960513,chr12,chr_12_loc_102750000
NT5DC3,103770453,103841234,chr12,chr_12_loc_103750000
HSP90B1,103930107,103953931,chr12,chr_12_loc_103750000
UQCC6,103940763,103965708,chr12,chr_12_loc_103750000
TDG,103965822,103988874,chr12,chr_12_loc_103750000
HCFC2,104064531,104106524,chr12,chr_12_loc_104000000
NFYB,104117086,104138241,chr12,chr_12_loc_104000000
EID3,104303739,104305205,chr12,chr_12_loc_104250000
SLC41A2,104801801,104958744,chr12,chr_12_loc_104750000
ALDH1L2,105019784,105107643,chr12,chr_12_loc_105000000
WASHC4,105107324,105169130,chr12,chr_12_loc_105000000
APPL2,105173297,105236203,chr12,chr_12_loc_105000000
NUAK1,106063345,106138954,chr12,chr_12_loc_106000000
TCP11L2,106301929,106347003,chr12,chr_12_loc_106250000
RIC8B,106774621,106889316,chr12,chr_12_loc_106750000
TMEM263,106955719,106978778,chr12,chr_12_loc_106750000
MTERF2,106977277,106987160,chr12,chr_12_loc_106750000
PWP1,107685799,107713162,chr12,chr_12_loc_107500000
ASCL4,107774704,107776644,chr12,chr_12_loc_107750000
CMKLR1,108288044,108339317,chr12,chr_12_loc_108250000
FICD,108515277,108525837,chr12,chr_12_loc_108500000
SART3,108522214,108561400,chr12,chr_12_loc_108500000
ISCU,108562582,108569368,chr12,chr_12_loc_108500000
TMEM119,108589851,108598320,chr12,chr_12_loc_108500000
SELPLG,108621895,108633894,chr12,chr_12_loc_108500000
CORO1C,108645109,108731526,chr12,chr_12_loc_108500000
SSH1,108778191,108857590,chr12,chr_12_loc_108750000
DAO,108858932,108901043,chr12,chr_12_loc_108750000
USP30,109023089,109088023,chr12,chr_12_loc_109000000
ALKBH2,109088188,109093631,chr12,chr_12_loc_109000000
UNG,109097597,109126725,chr12,chr_12_loc_109000000
FOXN4,109277978,109309284,chr12,chr_12_loc_109250000
MYO1H,109347900,109455523,chr12,chr_12_loc_109250000
KCTD10,109448655,109477359,chr12,chr_12_loc_109250000
MMAB,109553715,109573580,chr12,chr_12_loc_109500000
MVK,109573255,109598125,chr12,chr_12_loc_109500000
TRPV4,109783087,109833406,chr12,chr_12_loc_109750000
GLTP,109850945,109880541,chr12,chr_12_loc_109750000
TCHP,109900264,109983841,chr12,chr_12_loc_109750000
GIT2,109929804,109996389,chr12,chr_12_loc_109750000
C12orf76,110027028,110073636,chr12,chr_12_loc_110000000
IFT81,110124335,110218793,chr12,chr_12_loc_110000000
ATP2A2,110280756,110351093,chr12,chr_12_loc_110250000
ANAPC7,110372900,110403730,chr12,chr_12_loc_110250000
ARPC3,110434823,110450422,chr12,chr_12_loc_110250000
GPN3,110452486,110469268,chr12,chr_12_loc_110250000
FAM216A,110468415,110490385,chr12,chr_12_loc_110250000
RAD9B,110501655,110533556,chr12,chr_12_loc_110500000
PPTC7,110533245,110583318,chr12,chr_12_loc_110500000
TCTN1,110614027,110663431,chr12,chr_12_loc_110500000
HVCN1,110627841,110704950,chr12,chr_12_loc_110500000
PPP1CC,110719680,110742939,chr12,chr_12_loc_110500000
CCDC63,110846769,110907535,chr12,chr_12_loc_110750000
MYL2,110910819,110921443,chr12,chr_12_loc_110750000
PHETA1,111360651,111369121,chr12,chr_12_loc_111250000
SH2B3,111405923,111451623,chr12,chr_12_loc_111250000
BRAP,111642146,111685956,chr12,chr_12_loc_111500000
ENSG00000257767,111753890,111791418,chr12,chr_12_loc_111750000
ALDH2,111766887,111817532,chr12,chr_12_loc_111750000
MAPKAPK5,111842013,111902222,chr12,chr_12_loc_111750000
ENSG00000292259,111842237,111842368,chr12,chr_12_loc_111750000
ERP29,112013348,112023449,chr12,chr_12_loc_112000000
NAA25,112026689,112108796,chr12,chr_12_loc_112000000
TRAFD1,112125538,112153604,chr12,chr_12_loc_112000000
RPL6,112405189,112418838,chr12,chr_12_loc_112250000
OAS1,112905856,112933219,chr12,chr_12_loc_112750000
OAS3,112938051,112976460,chr12,chr_12_loc_112750000
DTX1,113056730,113098028,chr12,chr_12_loc_113000000
RASAL1,113098819,113136239,chr12,chr_12_loc_113000000
CFAP73,113149724,113159276,chr12,chr_12_loc_113000000
DDX54,113157173,113185479,chr12,chr_12_loc_113000000
RITA1,113185526,113192368,chr12,chr_12_loc_113000000
IQCD,113195441,113221094,chr12,chr_12_loc_113000000
SLC8B1,113298759,113359493,chr12,chr_12_loc_113250000
PLBD2,113358566,113391629,chr12,chr_12_loc_113250000
SDS,113392445,113426301,chr12,chr_12_loc_113250000
SDSL,113422380,113438276,chr12,chr_12_loc_113250000
LHX5,113462033,113472280,chr12,chr_12_loc_113250000
RBM19,113816738,113966325,chr12,chr_12_loc_113750000
TBX5,114353911,114408442,chr12,chr_12_loc_114250000
TBX3,114670255,114684175,chr12,chr_12_loc_114500000
MAP1LC3B2,116548105,116576606,chr12,chr_12_loc_116500000
SPRING1,116710171,116738070,chr12,chr_12_loc_116500000
HRK,116856144,116881441,chr12,chr_12_loc_116750000
TESC,117038923,117099479,chr12,chr_12_loc_117000000
FBXO21,117141991,117190470,chr12,chr_12_loc_117000000
RFC5,118013588,118033130,chr12,chr_12_loc_118000000
WSB2,118032687,118062430,chr12,chr_12_loc_118000000
VSIG10,118063593,118136026,chr12,chr_12_loc_118000000
PEBP1,118136124,118145584,chr12,chr_12_loc_118000000
SUDS3,118376555,118418033,chr12,chr_12_loc_118250000
HSPB8,119171555,119224855,chr12,chr_12_loc_119000000
TMEM233,119593774,119643075,chr12,chr_12_loc_119500000
PRKAB1,119667864,119681624,chr12,chr_12_loc_119500000
RAB35,120095099,120117502,chr12,chr_12_loc_120000000
GCN1,120127202,120194715,chr12,chr_12_loc_120000000
RPLP0,120196699,120201235,chr12,chr_12_loc_120000000
SIRT4,120302316,120313249,chr12,chr_12_loc_120250000
PLA2G1B,120322115,120327779,chr12,chr_12_loc_120250000
MSI1,120341330,120369164,chr12,chr_12_loc_120250000
COX6A1,120438090,120440737,chr12,chr_12_loc_120250000
ENSG00000111780,120438198,120460006,chr12,chr_12_loc_120250000
TRIAP1,120443964,120446384,chr12,chr_12_loc_120250000
GATC,120446444,120463749,chr12,chr_12_loc_120250000
SRSF9,120461672,120495946,chr12,chr_12_loc_120250000
DYNLL1,120469850,120498493,chr12,chr_12_loc_120250000
COQ5,120503279,120534434,chr12,chr_12_loc_120500000
RNF10,120533480,120577588,chr12,chr_12_loc_120500000
ENSG00000288623,120534697,120534957,chr12,chr_12_loc_120500000
POP5,120578764,120581402,chr12,chr_12_loc_120500000
CABP1,120640626,120667324,chr12,chr_12_loc_120500000
MLEC,120687149,120701859,chr12,chr_12_loc_120500000
UNC119B,120710458,120723640,chr12,chr_12_loc_120500000
ACADS,120725774,120740008,chr12,chr_12_loc_120500000
SPPL3,120762510,120904358,chr12,chr_12_loc_120750000
C12orf43,121000486,121016502,chr12,chr_12_loc_121000000
OASL,121017763,121039246,chr12,chr_12_loc_121000000
P2RX7,121132819,121188032,chr12,chr_12_loc_121000000
P2RX4,121210065,121234106,chr12,chr_12_loc_121000000
ANAPC5,121308245,121399896,chr12,chr_12_loc_121250000
RNF34,121400083,121430623,chr12,chr_12_loc_121250000
ORAI1,121626509,121643218,chr12,chr_12_loc_121500000
MORN3,121648742,121672631,chr12,chr_12_loc_121500000
RHOF,121777754,121803403,chr12,chr_12_loc_121750000
SETD1B,121804009,121832656,chr12,chr_12_loc_121750000
HPD,121839527,121863596,chr12,chr_12_loc_121750000
PSMD9,121888732,121918297,chr12,chr_12_loc_121750000
ENSG00000256950,121888809,121921470,chr12,chr_12_loc_121750000
BCL7A,122019422,122062044,chr12,chr_12_loc_122000000
MLXIP,122078756,122147344,chr12,chr_12_loc_122000000
LRRC43,122167738,122203471,chr12,chr_12_loc_122000000
IL31,122172029,122174221,chr12,chr_12_loc_122000000
B3GNT4,122203681,122208952,chr12,chr_12_loc_122000000
ENSG00000284934,122207662,122227534,chr12,chr_12_loc_122000000
DIABLO,122207663,122227456,chr12,chr_12_loc_122000000
CLIP1,122271432,122422669,chr12,chr_12_loc_122250000
RSRC2,122503454,122527000,chr12,chr_12_loc_122500000
KNTC1,122527246,122626396,chr12,chr_12_loc_122500000
HCAR2,122701293,122703357,chr12,chr_12_loc_122500000
HCAR3,122714756,122716811,chr12,chr_12_loc_122500000
HCAR1,122726076,122730844,chr12,chr_12_loc_122500000
DENR,122752824,122771064,chr12,chr_12_loc_122750000
CCDC62,122774526,122827528,chr12,chr_12_loc_122750000
HIP1R,122834453,122862961,chr12,chr_12_loc_122750000
VPS37B,122865330,122896127,chr12,chr_12_loc_122750000
ABCB9,122920951,122981649,chr12,chr_12_loc_122750000
OGFOD2,122974580,122980043,chr12,chr_12_loc_122750000
ARL6IP4,122980060,122982913,chr12,chr_12_loc_122750000
MPHOSPH9,123152320,123244014,chr12,chr_12_loc_123000000
CDK2AP1,123250112,123272334,chr12,chr_12_loc_123250000
SBNO1,123289109,123364847,chr12,chr_12_loc_123250000
KMT5A,123384132,123409353,chr12,chr_12_loc_123250000
RILPL2,123415039,123436684,chr12,chr_12_loc_123250000
SNRNP35,123458088,123473154,chr12,chr_12_loc_123250000
TMED2,123584533,123598582,chr12,chr_12_loc_123500000
DDX55,123602077,123620943,chr12,chr_12_loc_123500000
EIF2B1,123620406,123633766,chr12,chr_12_loc_123500000
GTF2H3,123633739,123662604,chr12,chr_12_loc_123500000
TCTN2,123671110,123708399,chr12,chr_12_loc_123500000
DNAH10,123762188,123935720,chr12,chr_12_loc_123750000
CCDC92,123918660,123972831,chr12,chr_12_loc_123750000
SCARB1,124776856,124882668,chr12,chr_12_loc_124750000
UBC,124911604,124917368,chr12,chr_12_loc_124750000
DHX37,124946825,124989131,chr12,chr_12_loc_124750000
AACS,125065434,125143333,chr12,chr_12_loc_125000000
SLC15A4,128793194,128823958,chr12,chr_12_loc_128750000
GLT1D1,128853427,128984968,chr12,chr_12_loc_128750000
FZD10,130162459,130165740,chr12,chr_12_loc_130000000
PIWIL1,130337887,130372637,chr12,chr_12_loc_130250000
STX2,130789600,130839254,chr12,chr_12_loc_130750000
RAN,130872037,130877678,chr12,chr_12_loc_130750000
MMP17,131828393,131851783,chr12,chr_12_loc_131750000
ULK1,131894622,131923150,chr12,chr_12_loc_131750000
PUS1,131929200,131945896,chr12,chr_12_loc_131750000
DDX51,132136594,132144319,chr12,chr_12_loc_132000000
NOC4L,132144457,132152473,chr12,chr_12_loc_132000000
LRCOL1,132603150,132610582,chr12,chr_12_loc_132500000
P2RX2,132618776,132622388,chr12,chr_12_loc_132500000
POLE,132623753,132687376,chr12,chr_12_loc_132500000
PXMP2,132687587,132704985,chr12,chr_12_loc_132500000
PGAM5,132710819,132722734,chr12,chr_12_loc_132500000
GOLGA3,132768902,132829143,chr12,chr_12_loc_132750000
CHFR,132822187,132956304,chr12,chr_12_loc_132750000
ZNF605,132918306,132956306,chr12,chr_12_loc_132750000
ZNF84,133037292,133063304,chr12,chr_12_loc_133000000
ZNF140,133080474,133107526,chr12,chr_12_loc_133000000
ZNF891,133104779,133130274,chr12,chr_12_loc_133000000
ZNF10,133130575,133159465,chr12,chr_12_loc_133000000
ENSG00000256825,133130984,133202369,chr12,chr_12_loc_133000000
ZNF268,133181409,133214832,chr12,chr_12_loc_133000000
ANHX,133218312,133235877,chr12,chr_12_loc_133000000
TUBA3C,19173772,19181824,chr13,chr_13_loc_19000000
MPHOSPH8,19633659,19673441,chr13,chr_13_loc_19500000
ZMYM5,19823482,19863649,chr13,chr_13_loc_19750000
GJA3,20138255,20161052,chr13,chr_13_loc_20000000
GJB2,20187463,20192938,chr13,chr_13_loc_20000000
GJB6,20221962,20232365,chr13,chr_13_loc_20000000
IFT88,20567138,20691444,chr13,chr_13_loc_20500000
IL17D,20702127,20723098,chr13,chr_13_loc_20500000
XPO4,20777329,20903048,chr13,chr_13_loc_20750000
SAP18,21140119,21149097,chr13,chr_13_loc_21000000
SKA3,21153595,21176552,chr13,chr_13_loc_21000000
MRPL57,21176658,21179084,chr13,chr_13_loc_21000000
ZDHHC20,21348784,21459370,chr13,chr_13_loc_21250000
FGF9,21671073,21704498,chr13,chr_13_loc_21500000
SACS,23288689,23433763,chr13,chr_13_loc_23250000
TNFRSF19,23570370,23676104,chr13,chr_13_loc_23500000
C1QTNF9B,23891099,23897502,chr13,chr_13_loc_23750000
C1QTNF9,24307166,24322535,chr13,chr_13_loc_24250000
ATP12A,24680408,24712472,chr13,chr_13_loc_24500000
RNF17,24764169,24879921,chr13,chr_13_loc_24750000
CENPJ,24882279,24922889,chr13,chr_13_loc_24750000
PABPC3,25096136,25099254,chr13,chr_13_loc_25000000
AMER2,25161679,25172288,chr13,chr_13_loc_25000000
NUP58,25301524,25365390,chr13,chr_13_loc_25250000
SHISA2,26044597,26052016,chr13,chr_13_loc_26000000
RNF6,26132115,26222314,chr13,chr_13_loc_26000000
CDK8,26254104,26420982,chr13,chr_13_loc_26250000
WASF3,26557683,26688948,chr13,chr_13_loc_26500000
GPR12,26755200,26760786,chr13,chr_13_loc_26750000
USP12,27066156,27171811,chr13,chr_13_loc_27000000
RPL21,27251362,27256691,chr13,chr_13_loc_27250000
RASL11A,27270830,27275192,chr13,chr_13_loc_27250000
GTF3A,27424619,27435823,chr13,chr_13_loc_27250000
MTIF3,27435643,27450591,chr13,chr_13_loc_27250000
LNX2,27545913,27620529,chr13,chr_13_loc_27500000
POLR1D,27620742,27744237,chr13,chr_13_loc_27500000
GSX1,27792483,27794768,chr13,chr_13_loc_27750000
PDX1,27920000,27926313,chr13,chr_13_loc_27750000
CDX2,27960918,27969315,chr13,chr_13_loc_27750000
URAD,27977717,27988693,chr13,chr_13_loc_27750000
FLT3,28003274,28100592,chr13,chr_13_loc_28000000
FLT1,28300346,28495145,chr13,chr_13_loc_28250000
POMP,28659065,28678959,chr13,chr_13_loc_28500000
SLC46A3,28700064,28718970,chr13,chr_13_loc_28500000
SLC7A1,29509414,29595688,chr13,chr_13_loc_29500000
UBL3,29764371,29850617,chr13,chr_13_loc_29750000
UBE2L5,30422488,30429758,chr13,chr_13_loc_30250000
USPL1,30617693,30660770,chr13,chr_13_loc_30500000
MEDAG,30906271,30925572,chr13,chr_13_loc_30750000
TEX26,30932656,30975500,chr13,chr_13_loc_30750000
HSPH1,31134973,31162388,chr13,chr_13_loc_31000000
ZAR1L,32303699,32315363,chr13,chr_13_loc_32250000
BRCA2,32315086,32400268,chr13,chr_13_loc_32250000
N4BP2L1,32400723,32428311,chr13,chr_13_loc_32250000
KL,33016423,33066143,chr13,chr_13_loc_33000000
RFC3,33818069,33966558,chr13,chr_13_loc_33750000
MAB21L1,35473419,35478764,chr13,chr_13_loc_35250000
SOHLH2,36168217,36214588,chr13,chr_13_loc_36000000
SPART,36301638,36370180,chr13,chr_13_loc_36250000
CCNA1,36431520,36442870,chr13,chr_13_loc_36250000
SERTM1,36674020,36697839,chr13,chr_13_loc_36500000
RFXAP,36819222,36829104,chr13,chr_13_loc_36750000
SMAD9,36844831,36920887,chr13,chr_13_loc_36750000
SUPT20H,37009312,37059713,chr13,chr_13_loc_37000000
CSNK1A1L,37103259,37105664,chr13,chr_13_loc_37000000
POSTN,37562583,37598844,chr13,chr_13_loc_37500000
UFM1,38349849,38363619,chr13,chr_13_loc_38250000
STOML3,38965925,38990859,chr13,chr_13_loc_38750000
PROSER1,39009865,39038089,chr13,chr_13_loc_39000000
NHLRC3,39038306,39050109,chr13,chr_13_loc_39000000
FOXO1,40555667,40666641,chr13,chr_13_loc_40500000
SLC25A15,40789412,40812460,chr13,chr_13_loc_40750000
WBP4,41061509,41084006,chr13,chr_13_loc_41000000
KBTBD6,41127569,41132802,chr13,chr_13_loc_41000000
KBTBD7,41189834,41194569,chr13,chr_13_loc_41000000
NAA16,41311267,41377030,chr13,chr_13_loc_41250000
RGCC,41457550,41470871,chr13,chr_13_loc_41250000
AKAP11,42272152,42323261,chr13,chr_13_loc_42250000
TNFSF11,42562736,42608013,chr13,chr_13_loc_42500000
FAM216B,42781550,42791549,chr13,chr_13_loc_42750000
EPSTI1,42886388,42992271,chr13,chr_13_loc_42750000
DNAJC15,43023203,43114213,chr13,chr_13_loc_43000000
CCDC122,43823909,43879740,chr13,chr_13_loc_43750000
LACC1,43879284,43893932,chr13,chr_13_loc_43750000
SMIM2,44143150,44161257,chr13,chr_13_loc_44000000
SERP2,44373665,44397714,chr13,chr_13_loc_44250000
NUFIP1,44939249,44989471,chr13,chr_13_loc_44750000
KCTD4,45192853,45201045,chr13,chr_13_loc_45000000
TPT1,45333471,45341284,chr13,chr_13_loc_45250000
SLC25A30,45393316,45418455,chr13,chr_13_loc_45250000
ERICH6B,45534522,45615739,chr13,chr_13_loc_45500000
CBY2,45702320,45714559,chr13,chr_13_loc_45500000
SIAH3,45777242,45851753,chr13,chr_13_loc_45750000
CPB2,46053186,46105033,chr13,chr_13_loc_46000000
LCP1,46125920,46211871,chr13,chr_13_loc_46000000
RUBCNL,46334681,46438190,chr13,chr_13_loc_46250000
ESD,46771256,46797420,chr13,chr_13_loc_46750000
HTR2A,46831546,46897076,chr13,chr_13_loc_46750000
NUDT15,48037726,48047221,chr13,chr_13_loc_48000000
MED4,48053323,48095131,chr13,chr_13_loc_48000000
LPAR6,48389567,48444704,chr13,chr_13_loc_48250000
CYSLTR2,48653711,48711226,chr13,chr_13_loc_48500000
MLNR,49220338,49222377,chr13,chr_13_loc_49000000
CAB39L,49308650,49444064,chr13,chr_13_loc_49250000
SETDB2,49444274,49495003,chr13,chr_13_loc_49250000
RCBTB1,49531946,49585558,chr13,chr_13_loc_49500000
ARL11,49628507,49633872,chr13,chr_13_loc_49500000
EBPL,49660674,49691486,chr13,chr_13_loc_49500000
SPRYD7,49912702,49936490,chr13,chr_13_loc_49750000
KCNRG,50015254,50020922,chr13,chr_13_loc_50000000
C13orf42,51082119,51200252,chr13,chr_13_loc_51000000
SERPINE3,51335773,51364735,chr13,chr_13_loc_51250000
INTS6,51354077,51454264,chr13,chr_13_loc_51250000
ENSG00000285444,51763951,51845159,chr13,chr_13_loc_51750000
DHRS12,51767993,51804163,chr13,chr_13_loc_51750000
TMEM272,51813347,51845177,chr13,chr_13_loc_51750000
CCDC70,51861969,51866232,chr13,chr_13_loc_51750000
ALG11,52012391,52079232,chr13,chr_13_loc_52000000
UTP14C,52024691,52033600,chr13,chr_13_loc_52000000
NEK5,52033611,52129092,chr13,chr_13_loc_52000000
NEK3,52132639,52159597,chr13,chr_13_loc_52000000
THSD1,52377167,52416373,chr13,chr_13_loc_52250000
VPS36,52412602,52450634,chr13,chr_13_loc_52250000
CKAP2,52455429,52476628,chr13,chr_13_loc_52250000
HNRNPA1L2,52642431,52643773,chr13,chr_13_loc_52500000
SUGT1,52652709,52700909,chr13,chr_13_loc_52500000
CNMD,52703264,52739820,chr13,chr_13_loc_52500000
PCDH8,52842889,52848641,chr13,chr_13_loc_52750000
OLFM4,53028813,53052057,chr13,chr_13_loc_53000000
PRR20A,57140918,57143939,chr13,chr_13_loc_57000000
PRR20C,57140918,57157082,chr13,chr_13_loc_57000000
PRR20B,57147488,57150509,chr13,chr_13_loc_57000000
PRR20D,57160632,57163653,chr13,chr_13_loc_57000000
PRR20E,57167197,57170218,chr13,chr_13_loc_57000000
PCDH17,57631744,57729311,chr13,chr_13_loc_57500000
PCDH20,61409685,61415849,chr13,chr_13_loc_61250000
ENSG00000197991,61409858,61427849,chr13,chr_13_loc_61250000
ENSG00000285566,63832361,63833053,chr13,chr_13_loc_63750000
MZT1,72708367,72727629,chr13,chr_13_loc_72500000
DIS3,72752169,72782096,chr13,chr_13_loc_72750000
KLF5,73054976,73077541,chr13,chr_13_loc_73000000
TBC1D4,75283503,75482169,chr13,chr_13_loc_75250000
COMMD6,75525214,75549439,chr13,chr_13_loc_75500000
UCHL3,75549483,75606020,chr13,chr_13_loc_75500000
